77Y,39,38,8278,3
77Zr,40,37,8075,5
78Co,27,51,7997,9
78Ni,28,50,8238,5
78Cu,29,49,8354.6695,0.1709
78Zn,30,48,8507.38,0.0249
78Ga,31,47,8577.1043,0.0135
78Ge,32,46,8671.6636,0.0453
78As,33,45,8673.876,0.1254
78Se,34,44,8717.8072,0.0023
78Br,35,43,8661.9594,0.0459
78Kr,36,42,8661.2385,0.0039
78Rb,37,41,8558.3512,0.0415
78Sr,38,40,8500.0971,0.0955
78Y,39,39,8349,4
78Zr,40,38,8194,5
79Ni,28,51,8150,6
79Cu,29,50,8320.938,1.3289
79Zn,30,49,8450.5825,0.0282
79Ga,31,48,8556.0725,0.0153
79Ge,32,47,8634.5089,0.4704
79As,33,46,8676.6172,0.0674
79Se,34,45,8695.5923,0.0028
79Br,35,44,8687.5956,0.0127
79Kr,36,43,8657.113,0.0441
79Rb,37,42,8601.1401,0.0246
79Sr,38,41,8523.8558,0.0939
79Y,39,40,8416.7788,1.014
79Zr,40,39,8267,4
79Nb,41,38,8066,6
80Ni,28,52,8088,7
80Cu,29,51,8246,4
80Zn,30,50,8423.5457,0.0323
80Ga,31,49,8508.4545,0.0361
80Ge,32,48,8627.5707,0.0257
80As,33,47,8651.2824,0.0417
80Se,34,46,8710.8142,0.0118
80Br,35,45,8677.6541,0.0124
80Kr,36,44,8692.9301,0.0087
80Rb,37,43,8611.676,0.0233
80Sr,38,42,8578.5966,0.0433
80Y,39,41,8454.2759,0.078
80Zr,40,40,8365,4
80Nb,41,39,8151,5
81Ni,28,53,8000,9
81Cu,29,52,8185,4
81Zn,30,51,8351.9262,0.0621
81Ga,31,50,8483.3576,0.0403
81Ge,32,49,8580.6587,0.0254
81As,33,48,8648.0571,0.0326
81Se,34,47,8685.9998,0.0121
81Br,35,46,8695.9465,0.0121
81Kr,36,45,8682.8206,0.0133
81Rb,37,44,8645.5139,0.0605
81Sr,38,43,8587.3545,0.0386
81Y,39,42,8505.9031,0.0667
81Zr,40,41,8395.1519,1.1385
81Nb,41,40,8248,5
81Mo,42,39,8054,6
82Ni,28,54,7935,10
82Cu,29,53,8108,5
82Zn,30,52,8301.1175,0.0375
82Ga,31,51,8421.0494,0.0296
82Ge,32,50,8563.7567,0.0273
82As,33,49,8611.4153,0.0455
82Se,34,48,8693.1973,0.0057
82Br,35,47,8682.4953,0.0118
82Kr,36,46,8710.6754,0.0003
82Rb,37,45,8647.4275,0.0367
82Sr,38,44,8635.719,0.0731
82Y,39,43,8529.2762,0.0671
82Zr,40,42,8465.4666,0.0193
82Nb,41,41,8312,4
82Mo,42,40,8163,5
83Cu,29,54,8044,6
83Zn,30,53,8226,4
83Ga,31,52,8372.5756,0.0315
83Ge,32,51,8504.3462,0.0292
83As,33,50,8599.654,0.0337
83Se,34,49,8658.556,0.0366
83Br,35,48,8693.3852,0.0457
83Kr,36,47,8695.7295,0.0003
83Rb,37,46,8675.2193,0.0281
83Sr,38,45,8638.4076,0.0823
83Y,39,44,8573.6571,0.2245
83Zr,40,43,8488.3997,0.0775
83Nb,41,42,8378.9889,1.9528
83Mo,42,41,8234,5
83Tc,43,40,8043,6
84Cu,29,55,7965,6
84Zn,30,54,8171,5
84Ga,31,53,8307.525,0.3549
84Ge,32,52,8465.5244,0.0377
84As,33,51,8547.9385,0.0377
84Se,34,50,8658.7935,0.0233
84Br,35,49,8671.3294,0.3063
84Kr,36,48,8717.4473,0.0003
84Rb,37,47,8676.2244,0.0261
84Sr,38,46,8677.5132,0.0148
84Y,39,45,8587.7812,0.0512
84Zr,40,44,8549.0301,0.0655
84Nb,41,43,8417.9563,0.0048
84Mo,42,42,8325,4
84Tc,43,41,8120,5
85Zn,30,55,8090,6
85Ga,31,54,8253.5687,0.4384
85Ge,32,53,8401.7689,0.0439
85As,33,52,8510.9851,0.0362
85Se,34,51,8610.3045,0.0307
85Br,35,50,8673.5926,0.0362
85Kr,36,49,8698.5633,0.0235
85Rb,37,48,8697.4416,0.0003
85Sr,38,47,8675.7193,0.0331
85Y,39,46,8628.1486,0.2231
85Zr,40,45,8564.0394,0.0756
85Nb,41,44,8473.7117,0.0482
85Mo,42,43,8361.332,0.1863
85Tc,43,42,8215,5
85Ru,44,41,8027,6
86Zn,30,56,8032,6
86Ga,31,55,8182,5
86Ge,32,54,8354.63,5.0907
86As,33,53,8456.7215,0.0401
86Se,34,52,8581.8224,0.0293
86Br,35,51,8632.3659,0.0358
86Kr,36,50,8712.0295,0.0003
86Rb,37,49,8696.9014,0.0023
86Sr,38,48,8708.4566,0.0003
86Y,39,47,8638.4293,0.1644
86Zr,40,46,8614.0523,0.0415
86Nb,41,45,8502.2231,0.0639
86Mo,42,44,8434.7175,0.0341
86Tc,43,43,8280,3
86Ru,44,42,8133,5
87Ga,31,56,8124,6
87Ge,32,55,8285,3
87As,33,54,8413.8521,0.0343
87Se,34,53,8529.092,0.0258
87Br,35,52,8605.9105,0.0364
87Kr,36,51,8675.284,0.0028
87Rb,37,50,8710.9843,0.0003
87Sr,38,49,8705.2363,0.0003
87Y,39,48,8674.8451,0.013
87Zr,40,47,8623.6545,0.0477
87Nb,41,46,8551.7579,0.0782
87Mo,42,45,8462.4243,0.0328
87Tc,43,44,8347.7449,0.0482
87Ru,44,43,8201,5
88Ga,31,57,8050,6
88Ge,32,56,8236,5
88As,33,55,8351,2
88Se,34,54,8495.0045,0.0382
88Br,35,53,8563.7479,0.036
88Kr,36,52,8656.8499,0.0296
88Rb,37,51,8681.1154,0.0018
88Sr,38,50,8732.5958,0.0003
88Y,39,49,8682.5396,0.017
88Zr,40,48,8666.0339,0.0614
88Nb,41,47,8572.4013,0.6569
88Mo,42,46,8523.9087,0.0434
88Tc,43,45,8389.8338,0.0466
88Ru,44,44,8298,3
88Rh,45,43,8090,5
89Ge,32,57,8161,4
89As,33,56,8304,3
89Se,34,55,8435.2799,0.0419
89Br,35,54,8530.7802,0.0367
89Kr,36,53,8614.8158,0.0241
89Rb,37,52,8664.1895,0.061
89Sr,38,51,8705.923,0.0011
89Y,39,50,8714.011,0.0038
89Zr,40,49,8673.3865,0.0312
89Nb,41,48,8616.8184,0.2655
89Mo,42,47,8544.9851,0.044
89Tc,43,46,8450.5758,0.0429
89Ru,44,45,8340.376,0.2721
89Rh,45,44,8189,4
90Ge,32,58,8109,6
90As,33,57,8240,4
90Se,34,56,8395.7672,3.6639
90Br,35,55,8478.1865,0.0373
90Kr,36,54,8591.2599,0.0207
90Rb,37,53,8631.5262,0.0717
90Sr,38,52,8696.0043,0.0161
90Y,39,51,8693.3778,0.0039
90Zr,40,50,8709.9699,0.0013
90Nb,41,49,8633.377,0.0369
90Mo,42,48,8597.0285,0.0385
90Tc,43,47,8483.36,0.0114
90Ru,44,46,8409.7684,0.0414
90Rh,45,45,8254,2
90Pd,46,44,8113,4
91As,33,58,8189,4
91Se,34,57,8334.8382,4.7598
91Br,35,56,8441.9242,0.0389
91Kr,36,55,8541.7519,0.0246
91Rb,37,54,8607.5621,0.0857
91Sr,38,53,8663.8759,0.0599
91Y,39,52,8684.9421,0.0203
91Zr,40,51,8693.3149,0.0011
91Nb,41,50,8670.8983,0.0322
91Mo,42,49,8613.6286,0.0686
91Tc,43,48,8536.6558,0.026
91Ru,44,47,8442.9287,0.0244
91Rh,45,46,8328,3
91Pd,46,45,8183,5
92As,33,59,8121,5
92Se,34,58,8290,4
92Br,35,57,8384.9123,0.0729
92Kr,36,56,8512.675,0.0294
92Rb,37,55,8569.4225,0.0666
92Sr,38,54,8648.907,0.0372
92Y,39,53,8661.5894,0.0992
92Zr,40,52,8692.6783,0.0011
92Nb,41,51,8662.3731,0.0194
92Mo,42,50,8657.7312,0.0017
92Tc,43,49,8563.544,0.0337
92Ru,44,48,8504.774,0.0295
92Rh,45,47,8373.4211,0.0476
92Pd,46,46,8275.5695,3.7503
92Ag,47,45,8080,4
93Se,34,59,8225,4
93Br,35,58,8345.5986,4.6324
93Kr,36,57,8458.1085,0.027
93Rb,37,56,8540.9209,0.0842
93Sr,38,55,8612.7875,0.0812
93Y,39,54,8648.9054,0.1128
93Zr,40,53,8671.6207,0.0049
93Nb,41,52,8664.1849,0.016
93Mo,42,51,8651.4095,0.002
93Tc,43,50,8608.5782,0.0109
93Ru,44,49,8531.4627,0.0222
93Rh,45,48,8434.8255,0.0283
93Pd,46,47,8318.5637,3.9786
93Ag,47,46,8175,4
94Se,34,60,8180,5
94Br,35,59,8287,2
94Kr,36,58,8424.3318,0.1288
94Rb,37,57,8492.7644,0.0216
94Sr,38,56,8593.8344,0.0177
94Y,39,55,8622.8068,0.0679
94Zr,40,54,8666.8016,0.0018
94Nb,41,53,8648.9014,0.0159
94Mo,42,52,8662.3341,0.0015
94Tc,43,51,8608.7373,0.0433
94Ru,44,50,8583.662,0.0334
94Rh,45,49,8472.4033,0.0359
94Pd,46,48,8391.6832,0.0456
94Ag,47,47,8238,4
94Cd,48,46,8102,5
95Se,34,61,8112,5
95Br,35,60,8245,3
95Kr,36,59,8365.9963,0.1961
95Rb,37,58,8460.1967,0.2131
95Sr,38,57,8549.0875,0.0612
95Y,39,56,8604.9644,0.0714
95Zr,40,55,8643.5924,0.0092
95Nb,41,54,8647.2133,0.0054
95Mo,42,53,8648.7212,0.0013
95Tc,43,52,8622.6911,0.0535
95Ru,44,51,8587.4706,0.1
95Rh,45,50,8525.3707,0.0409
95Pd,46,49,8428.9807,0.0319
95Ag,47,48,8315,4
95Cd,48,47,8171,6
96Br,35,61,8184,3
96Kr,36,60,8330.8721,0.2008
96Rb,37,59,8408.8963,0.0349
96Sr,38,58,8521.2041,0.0882
96Y,39,57,8569.4269,0.0633
96Zr,40,56,8635.3283,0.0012
96Nb,41,55,8628.8868,0.0015
96Mo,42,54,8653.988,0.0013
96Tc,43,53,8614.8673,0.0536
96Ru,44,52,8609.413,0.0018
96Rh,45,51,8534.6735,0.1042
96Pd,46,50,8490.0207,0.0437
96Ag,47,49,8360.2903,0.9384
96Cd,48,48,8259,4
96In,49,47,8069,5
97Br,35,62,8140,4
97Kr,36,61,8269.8645,1.3444
97Rb,37,60,8376.1872,0.0197
97Sr,38,59,8471.8489,0.0349
97Y,39,58,8541.4616,0.0692
97Zr,40,57,8603.7182,0.0013
97Nb,41,56,8623.1384,0.0438
97Mo,42,55,8635.0926,0.0017
97Tc,43,54,8623.7254,0.0425
97Ru,44,53,8604.2799,0.0285
97Rh,45,52,8559.8949,0.3656
97Pd,46,51,8502.4303,0.0499
97Ag,47,50,8423.2121,0.1239
97Cd,48,49,8310.3013,4.3317
97In,49,48,8165,4
98Br,35,63,8078,4
98Kr,36,62,8234,3
98Rb,37,61,8330.7294,0.1641
98Sr,38,60,8445.7385,0.0329
98Y,39,59,8497.6162,0.0808
98Zr,40,58,8581.3984,0.0862
98Nb,41,57,8596.3016,0.051
98Mo,42,56,8635.1691,0.0018
98Tc,43,55,8610.0047,0.0345
98Ru,44,54,8620.314,0.0659
98Rh,45,53,8560.8038,0.1215
98Pd,46,52,8533.8999,0.0484
98Ag,47,51,8441.6866,0.3358
98Cd,48,50,8378.2953,0.5285
98In,49,49,8230,3
99Kr,36,63,8175,4
99Rb,37,62,8295.301,0.0407
99Sr,38,61,8402.5235,0.0479
99Y,39,60,8476.6938,0.0668
99Zr,40,59,8539.225,0.1061
99Nb,41,58,8578.9859,0.1213
99Mo,42,57,8607.7982,0.0023
99Tc,43,56,8613.6105,0.0092
99Ru,44,55,8608.7132,0.0035
99Rh,45,54,8580.1959,0.1965
99Pd,46,53,8537.9332,0.0516
99Ag,47,52,8474.7744,0.0633
99Cd,48,51,8398.3734,0.016
99In,49,50,8304,3
99Sn,50,49,8161,6
100Kr,36,64,8134,4
100Rb,37,63,8244.5085,0.1312
100Sr,38,62,8372.2012,0.0692
100Y,39,61,8439.4151,0.1118
100Zr,40,60,8522.1066,0.0814
100Nb,41,59,8548.4683,0.0798
100Mo,42,58,8604.6626,0.003
100Tc,43,57,8595.1184,0.0135
100Ru,44,56,8619.3593,0.0034
100Rh,45,55,8575.1732,0.1813
100Pd,46,54,8563.5652,0.1764
100Ag,47,53,8484.9947,0.05
100Cd,48,52,8437.7375,0.0168
100In,49,51,8329.7495,0.0224
100Sn,50,50,8251.626,2.4001
101Kr,36,65,8075,5
101Rb,37,64,8206.1753,0.2029
101Sr,38,63,8324.7411,0.084
101Y,39,62,8413.3305,0.0701
101Zr,40,61,8485.8439,0.0825
101Nb,41,60,8534.8355,0.0371
101Mo,42,59,8572.9159,0.0031
101Tc,43,58,8593.1366,0.2377
101Ru,44,57,8601.366,0.0041
101Rh,45,56,8588.2172,0.0578
101Pd,46,55,8560.8644,0.0454
101Ag,47,54,8512.5465,0.0479
101Cd,48,53,8450.3657,0.0148
101In,49,52,8370.426,0.1155
101Sn,50,51,8281.103,2.9703
102Rb,37,65,8152.7443,0.8128
102Sr,38,64,8291.2213,0.6575
102Y,39,63,8371.9172,0.04
102Zr,40,62,8466.294,0.0859
102Nb,41,61,8504.8675,0.0246
102Mo,42,60,8568.3994,0.0814
102Tc,43,59,8570.6514,0.0899
102Ru,44,58,8607.4275,0.0041
102Rh,45,57,8576.9818,0.0628
102Pd,46,56,8580.2887,0.0041
102Ag,47,55,8517.165,0.0801
102Cd,48,54,8484.1322,0.0163
102In,49,53,8388.5719,0.0448
102Sn,50,52,8324.4313,0.9814
102Sb,51,51,8181,4
103Rb,37,66,8112,4
103Sr,38,65,8242,2
103Y,39,64,8342.6336,0.1088
103Zr,40,63,8425.8337,0.0895
103Nb,41,62,8488.332,0.0382
103Mo,42,61,8538.2672,0.0895
103Tc,43,60,8566.1045,0.0952
103Ru,44,59,8584.3656,0.0043
103Rh,45,58,8584.1927,0.0223
103Pd,46,57,8571.0173,0.0085
103Ag,47,56,8537.652,0.0398
103Cd,48,55,8489.7547,0.0176
103In,49,54,8423.7199,0.0872
103Sn,50,53,8343,1
103Sb,51,52,8234,3
104Rb,37,67,8057,5
104Sr,38,66,8206,3
104Y,39,65,8298,2
104Zr,40,64,8402.3159,0.0896
104Nb,41,63,8453.3832,0.0172
104Mo,42,62,8527.9063,0.0857
104Tc,43,61,8541.107,0.2393
104Ru,44,60,8587.3998,0.024
104Rh,45,59,8568.9501,0.0221
104Pd,46,58,8584.8485,0.0129
104Ag,47,57,8536.185,0.0406
104Cd,48,56,8517.6232,0.0161
104In,49,55,8435.238,0.0555
104Sn,50,54,8383.9114,0.0552
104Sb,51,53,8258,1
104Te,52,52,8157.3256,3.0539
105Sr,38,67,8152,5
105Y,39,66,8262,4
105Zr,40,65,8358.598,0.1153
105Nb,41,64,8431.6925,0.0384
105Mo,42,63,8494.863,0.0862
105Tc,43,62,8534.6074,0.3358
105Ru,44,61,8561.9016,0.0238
105Rh,45,60,8572.7053,0.0238
105Pd,46,59,8570.6509,0.0108
105Ag,47,58,8550.3708,0.0433
105Cd,48,57,8516.8532,0.0133
105In,49,56,8464.7045,0.0976
105Sn,50,55,8397.229,0.0378
105Sb,51,54,8300.9923,0.2079
105Te,52,53,8186.8368,2.8573
106Sr,38,68,8114,6
106Y,39,67,8215,5
106Zr,40,66,8330,2
106Nb,41,65,8393.2657,0.0134
106Mo,42,64,8479.5202,0.0861
106Tc,43,63,8506.557,0.1156
106Ru,44,62,8560.9406,0.0509
106Rh,45,61,8553.9317,0.0508
106Pd,46,60,8579.9934,0.0104
106Ag,47,59,8544.6397,0.0285
106Cd,48,58,8539.0492,0.0104
106In,49,57,8470.1213,0.1153
106Sn,50,56,8432.0383,0.048
106Sb,51,55,8322.0124,0.0703
106Te,52,54,8236.7682,0.9485
106I,53,53,8089,4
107Sr,38,69,8057,7
107Y,39,68,8178,5
107Zr,40,67,8284,3
107Nb,41,66,8367.0898,0.075
107Mo,42,65,8442.219,0.0862
107Tc,43,64,8492.8979,0.0811
107Ru,44,63,8533.3676,0.0811
107Rh,45,62,8554.104,0.1126
107Pd,46,61,8560.8946,0.0112
107Ag,47,60,8553.9012,0.0223
107Cd,48,59,8533.3524,0.0155
107In,49,58,8494.0439,0.0902
107Sn,50,57,8439.4946,0.0496
107Sb,51,56,8358.7344,0.0388
107Te,52,55,8258,1
107I,53,54,8146,3
108Y,39,69,8129,6
108Zr,40,68,8253,4
108Nb,41,67,8325.6604,0.0763
108Mo,42,66,8422.1581,0.0854
108Tc,43,65,8462.8172,0.0812
108Ru,44,64,8527.2267,0.0804
108Rh,45,63,8532.6657,0.1296
108Pd,46,62,8567.0241,0.0103
108Ag,47,61,8542.0262,0.0221
108Cd,48,60,8550.0196,0.0104
108In,49,59,8495.2516,0.08
108Sn,50,58,8469.0273,0.0498
108Sb,51,57,8372.6666,0.0509
108Te,52,56,8303.7221,0.0501
108I,53,55,8176,1
108Xe,54,54,8074.8886,3.5139
109Y,39,70,8089,6
109Zr,40,69,8204,5
109Nb,41,68,8297.1307,3.9524
109Mo,42,67,8381.4163,0.1026
109Tc,43,66,8444.1796,0.0887
109Ru,44,65,8496.228,0.0821
109Rh,45,64,8528.1404,0.0371
109Pd,46,63,8544.8825,0.0102
109Ag,47,62,8547.9155,0.0118
109Cd,48,61,8538.7646,0.0141
109In,49,60,8513.1027,0.0364
109Sn,50,59,8470.5183,0.0729
109Sb,51,58,8404.8161,0.0483
109Te,52,57,8319.3305,0.0402
109I,53,56,8220.0164,0.0617
109Xe,54,55,8107.3071,2.7533
110Zr,40,70,8171,5
110Nb,41,69,8255.2607,7.6213
110Mo,42,68,8359.293,0.2202
110Tc,43,67,8411.2603,0.0863
110Ru,44,66,8486.3123,0.0811
110Rh,45,65,8504.2551,0.1619
110Pd,46,64,8547.163,0.0056
110Ag,47,63,8532.1089,0.0117
110Cd,48,62,8551.2755,0.0035
110In,49,61,8508.9087,0.105
110Sn,50,60,8496.0875,0.1252
110Sb,51,59,8412.6821,0.0542
110Te,52,58,8358.116,0.0598
110I,53,57,8244.0767,0.5631
110Xe,54,56,8159.2808,0.9181
111Zr,40,71,8118,5
111Nb,41,70,8223,3
111Mo,42,69,8315.2932,0.1133
111Tc,43,68,8390.0906,0.0953
111Ru,44,67,8452.9582,0.0872
111Rh,45,66,8495.6267,0.0617
111Pd,46,65,8521.7498,0.0066
111Ag,47,64,8534.7878,0.0131
111Cd,48,63,8537.0801,0.0032
111In,49,62,8522.2824,0.0308
111Sn,50,61,8493.131,0.0481
111Sb,51,60,8440.1203,0.0797
111Te,52,59,8367.7635,0.0579
111I,53,58,8282.9343,0.0428
111Xe,54,57,8182,1
111Cs,55,56,8070,2
112Zr,40,72,8081,6
112Nb,41,71,8178,3
112Mo,42,70,8291,2
112Tc,43,69,8353.6217,0.0492
112Ru,44,68,8439.2431,0.0857
112Rh,45,67,8468.8666,0.3936
112Pd,46,66,8520.7205,0.0584
112Ag,47,65,8516.0807,0.0216
112Cd,48,64,8544.7306,0.0022
112In,49,63,8514.6674,0.038
112Sn,50,62,8513.6189,0.0026
112Sb,51,61,8443.633,0.1592
112Te,52,60,8400.6527,0.0749
112I,53,59,8299.8801,0.0915
112Xe,54,58,8230.0646,0.074
112Cs,55,57,8102,1
113Zr,40,73,8027,3
113Nb,41,72,8143,4
113Mo,42,71,8246,3
113Tc,43,70,8329.4652,0.0297
113Ru,44,69,8402.6857,0.3388
113Rh,45,68,8456.8165,0.0631
113Pd,46,67,8492.5795,0.0615
113Ag,47,66,8516.066,0.1473
113Cd,48,65,8526.9874,0.0022
113In,49,64,8522.9297,0.0017
113Sn,50,63,8506.8117,0.0139
113Sb,51,62,8465.2762,0.1521
113Te,52,61,8404.6366,0.2473
113I,53,60,8333.7528,0.0709
113Xe,54,59,8247.9277,0.0605
113Cs,55,58,8148.623,0.0759
113Ba,56,57,8035,3
114Nb,41,73,8097,4
114Mo,42,72,8219,3
114Tc,43,71,8290.2599,3.7995
114Ru,44,70,8385.3351,0.0312
114Rh,45,69,8426.6221,0.6277
114Pd,46,68,8488.0056,0.061
114Ag,47,67,8493.7786,0.04
114Cd,48,66,8531.5135,0.0024
114In,49,65,8511.9742,0.0027
114Sn,50,64,8522.5671,0.0004
114Sb,51,63,8462.5191,0.1734
114Te,52,62,8432.7885,0.2143
114I,53,61,8344.779,0.1757
114Xe,54,60,8289.2054,0.0981
114Cs,55,59,8173.5711,0.7462
114Ba,56,58,8089.6865,0.9007
115Nb,41,74,8061,4
115Mo,42,73,8173,3
115Tc,43,72,8264,2
115Ru,44,71,8346.814,0.2188
115Rh,45,70,8410.6538,0.0636
115Pd,46,69,8457.7342,0.1178
115Ag,47,68,8490.5553,0.1589
115Cd,48,67,8510.7252,0.0057
115In,49,66,8516.5472,0.0003
115Sn,50,65,8514.0702,0.0003
115Sb,51,64,8480.9156,0.1394
115Te,52,63,8431.1504,0.243
115I,53,62,8374.5651,0.2511
115Xe,54,61,8300.9704,0.1053
115Cs,55,60,8216,1
115Ba,56,59,8116,2
116Nb,41,75,8012,3
116Mo,42,74,8143,4
116Tc,43,73,8223,3
116Ru,44,72,8326.884,0.0321
116Rh,45,71,8377.6123,0.6365
116Pd,46,70,8449.2755,0.0615
116Ag,47,69,8465.9073,0.0281
116Cd,48,68,8512.3511,0.0014
116In,49,67,8501.6177,0.0019
116Sn,50,66,8523.1166,0.0009
116Sb,51,65,8475.8208,0.0444
116Te,52,64,8455.6435,0.2087
116I,53,63,8381.2858,0.6469
116Xe,54,62,8336.8365,0.1122
116Cs,55,61,8235,1
116Ba,56,60,8162,2
116La,57,59,8032,3
117Mo,42,75,8096,4
117Tc,43,74,8195,3
117Ru,44,73,8285.5625,3.7021
117Rh,45,72,8359.2766,0.076
117Pd,46,71,8416.9243,0.062
117Ag,47,70,8459.4515,0.116
117Cd,48,69,8488.974,0.0087
117In,49,68,8503.8653,0.0417
117Sn,50,67,8509.612,0.0041
117Sb,51,66,8487.8981,0.0721
117Te,52,65,8450.9203,0.115
117I,53,64,8404.4307,0.2184
117Xe,54,63,8344.2976,0.0887
117Cs,55,62,8271.8652,0.5334
117Ba,56,61,8187.9546,2.1396
117La,57,60,8086,2
118Mo,42,76,8067,4
118Tc,43,75,8153,3
118Ru,44,74,8263,2
118Rh,45,73,8322.8539,0.2054
118Pd,46,72,8405.2197,0.0211
118Ag,47,71,8433.89,0.0213
118Cd,48,70,8487.835,0.1695
118In,49,69,8485.667,0.0657
118Sn,50,68,8516.5341,0.0042
118Sb,51,67,8478.9156,0.0256
118Te,52,66,8469.697,0.1551
118I,53,65,8406.1203,0.1675
118Xe,54,64,8374.9819,0.088
118Cs,55,63,8286.4053,0.1081
118Ba,56,62,8227,2
118La,57,61,8114,3
119Mo,42,77,8019,3
119Tc,43,76,8126,4
119Ru,44,75,8220,3
119Rh,45,74,8303.3953,0.0783
119Pd,46,73,8368.9594,0.0693
119Ag,47,72,8423.2126,0.1236
119Cd,48,71,8461.4381,0.3168
119In,49,70,8486.1387,0.0614
119Sn,50,69,8499.4494,0.0061
119Sb,51,68,8487.9218,0.0588
119Te,52,67,8462.0785,0.0612
119I,53,66,8426.8924,0.1824
119Xe,54,65,8378.442,0.0872
119Cs,55,64,8317.3347,0.1171
119Ba,56,63,8245.9287,1.6829
119La,57,62,8159,3
119Ce,58,61,8058,4
120Tc,43,77,8083,4
120Ru,44,76,8199,3
120Rh,45,75,8266,2
120Pd,46,74,8357.0817,0.0191
120Ag,47,73,8395.3281,0.0373
120Cd,48,72,8458.024,0.0311
120In,49,71,8466.2575,0.3334
120Sn,50,70,8504.488,0.0077
120Sb,51,69,8475.63,0.06
120Te,52,68,8476.9857,0.0146
120I,53,67,8423.6745,0.1258
120Xe,54,66,8404.0322,0.0985
120Cs,55,65,8328.4811,0.0831
120Ba,56,64,8280.2949,2.5014
120La,57,63,8179,2
120Ce,58,62,8108,4
121Tc,43,78,8054,4
121Ru,44,77,8156,3
121Rh,45,76,8245.2397,5.1194
121Pd,46,75,8320.8584,0.0277
121Ag,47,74,8382.3306,0.1001
121Cd,48,73,8430.9972,0.0161
121In,49,72,8463.8767,0.2266
121Sn,50,71,8485.1964,0.0081
121Sb,51,70,8482.0574,0.0207
121Te,52,69,8466.8641,0.2135
121I,53,68,8441.4111,0.039
121Xe,54,67,8403.8326,0.0847
121Cs,55,66,8352.9152,0.1181
121Ba,56,65,8293.9083,1.1727
121La,57,64,8217,2
121Ce,58,63,8132,3
121Pr,59,62,8033,4
122Tc,43,79,8011,2
122Ru,44,78,8132,4
122Rh,45,77,8208,2
122Pd,46,76,8305.9755,0.1603
122Ag,47,75,8352.7591,0.313
122Cd,48,74,8424.2667,0.0188
122In,49,73,8442.1079,0.4103
122Sn,50,72,8487.8968,0.0201
122Sb,51,71,8468.3222,0.0205
122Te,52,70,8478.1315,0.0111
122I,53,69,8437.0139,0.0425
122Xe,54,68,8424.6644,0.0911
122Cs,55,67,8359.1515,0.2761
122Ba,56,66,8323.7567,0.2291
122La,57,65,8235,2
122Ce,58,64,8174,3
122Pr,59,63,8060,4
123Ru,44,79,8089,4
123Rh,45,78,8185,3
123Pd,46,77,8270.0318,6.4182
123Ag,47,76,8337.9707,0.2651
123Cd,48,75,8395.3955,0.0219
123In,49,74,8437.9362,0.1612
123Sn,50,73,8467.2313,0.0202
123Sb,51,72,8472.3196,0.011
123Te,52,71,8465.537,0.011
123I,53,70,8449.1896,0.03
123Xe,54,69,8420.9239,0.0775
123Cs,55,68,8380.3796,0.0985
123Ba,56,67,8330.2086,0.0985
123La,57,66,8267,2
123Ce,58,65,8193,2
123Pr,59,64,8104,3
124Ru,44,80,8065,5
124Rh,45,79,8148,3
124Pd,46,78,8252,2
124Ag,47,77,8308.8958,2.0283
124Cd,48,76,8387.0179,0.021
124In,49,75,8414.3243,0.2465
124Sn,50,74,8467.3997,0.0106
124Sb,51,73,8456.1517,0.011
124Te,52,72,8473.2705,0.0109
124I,53,71,8441.4807,0.0185
124Xe,54,70,8437.6138,0.011
124Cs,55,69,8383.5114,0.0738
124Ba,56,68,8355.8209,0.1008
124La,57,67,8278.2926,0.457
124Ce,58,66,8229,2
124Pr,59,65,8128,3
124Nd,60,64,8054,4
125Ru,44,81,8023,2
125Rh,45,80,8124,4
125Pd,46,79,8215,3
125Ag,47,78,8293.3151,3.4652
125Cd,48,77,8357.6815,0.0231
125In,49,76,8407.9365,0.0142
125Sn,50,75,8445.5285,0.0106
125Sb,51,74,8458.1612,0.0201
125Te,52,73,8458.0361,0.0108
125I,53,72,8450.2911,0.0108
125Xe,54,71,8430.939,0.0113
125Cs,55,70,8399.8033,0.0619
125Ba,56,69,8358.1784,0.0879
125La,57,68,8304.6438,0.208
125Ce,58,67,8242,2
125Pr,59,66,8167,2
125Nd,60,65,8080,3
126Rh,45,81,8087,4
126Pd,46,80,8197,3
126Ag,47,79,8261,2
126Cd,48,78,8346.7393,0.0183
126In,49,77,8384.6067,0.0333
126Sn,50,76,8443.5227,0.0848
126Sb,51,75,8440.3136,0.2528
126Te,52,74,8463.2397,0.0107
126I,53,73,8439.9379,0.03
126Xe,54,72,8443.5375,0.0003
126Cs,55,71,8399.2673,0.0822
126Ba,56,70,8379.7187,0.0992
126La,57,69,8312.4268,0.7183
126Ce,58,68,8273.2581,0.2218
126Pr,59,67,8184,2
126Nd,60,66,8122,2
126Pm,61,65,8008,4
127Rh,45,82,8060,5
127Pd,46,81,8160,4
127Ag,47,80,8244,2
127Cd,48,79,8316.8971,0.0488
127In,49,78,8374.8212,0.0788
127Sn,50,77,8420.5482,0.0726
127Sb,51,76,8439.811,0.04
127Te,52,75,8446.109,0.0108
127I,53,74,8445.482,0.0285
127Xe,54,73,8434.1066,0.0322
127Cs,55,72,8411.5617,0.0439
127Ba,56,71,8378.456,0.0894
127La,57,70,8333.5412,0.2047
127Ce,58,69,8280.7922,0.2274
127Pr,59,68,8216,2
127Nd,60,67,8142,2
